dataset,stack_id,group_id,stack_index,outer_split,inner_split,method,method_type,pipeline_json,focus_measure,predicted_focus_index,reference_focus_index,label_source,label_confidence,runtime_sec_per_stack,failure,failure_reason,raw_curve,normalized_curve,heldout_dataset,optimized_for_dataset,evaluation_dataset,selection_role,source_method,workflow_origin,selection_endpoint,train_datasets,evaluation_scope
WBC,WBC_002234,WBC_002234,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,7,q1_revision_surrogate,1.0,0.027650453965179622,0,,"[-5397.45166015625, -5546.2548828125, -6090.0166015625, -6474.7333984375, -7133.5634765625, -7955.751953125, -8487.509765625, -8136.4326171875, -7060.15234375, -5882.06494140625]","[0.9999999999999997, 0.9518445227962217, 0.7758731655626291, 0.6513716889741686, 0.43816208072796453, 0.17208667097841976, 0.0, 0.11361506368316102, 0.4619192821484096, 0.8431701719807995]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002239,WBC_002239,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,7,q1_revision_surrogate,1.0,0.026158775901421905,0,,"[-3088.377197265625, -3218.717041015625, -3403.65966796875, -3664.68408203125, -4726.6044921875, -5702.98828125, -5972.14599609375, -6461.56396484375, -6297.9853515625, -5526.64501953125]","[0.9999999999999998, 0.9613600275553132, 0.906532755988044, 0.8291506149896937, 0.5143383963592129, 0.22488398534137222, 0.14509068203815806, 0.0, 0.04849379075404587, 0.2771619272014847]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002242,WBC_002242,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,7,q1_revision_surrogate,1.0,0.02699323499109596,0,,"[-4007.873779296875, -4131.447265625, -4059.735595703125, -4414.9150390625, -4979.931640625, -5262.09765625, -5576.2626953125, -5351.0400390625, -4765.8525390625, -4093.299072265625]","[0.9999999999999994, 0.9212099211705378, 0.9669330636829531, 0.7404717314633391, 0.3802188657405423, 0.20031067285314197, 0.0, 0.14360128023740515, 0.5167150494207687, 0.9455330931655859]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002246,WBC_002246,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,7,q1_revision_surrogate,1.0,0.028032673057168722,0,,"[-4407.73974609375, -4787.384765625, -4865.490234375, -5009.61572265625, -5701.4833984375, -6676.0, -7219.74853515625, -7546.20654296875, -6893.70263671875, -5974.212890625]","[0.9999999999999997, 0.8790348778233796, 0.8541483731046519, 0.8082261130938858, 0.5877784484985016, 0.27727122805161497, 0.10401830860137094, 0.0, 0.20790530806306567, 0.5008794911926415]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002247,WBC_002247,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.025982145918533206,0,,"[-5432.16845703125, -6183.98974609375, -6890.1015625, -7254.71875, -7886.185546875, -8150.43408203125, -7862.7265625, -6812.01513671875, -5722.5107421875, -4646.77734375]","[0.7758367408827466, 0.5612548496694788, 0.3597191773271479, 0.2556515660465788, 0.07542078316892407, 0.0, 0.08211635471812441, 0.38200629950098164, 0.692968381667089, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002259,WBC_002259,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.02421383000910282,0,,"[-7010.20263671875, -7154.8955078125, -7936.22314453125, -8953.2998046875, -9906.6240234375, -10434.189453125, -10128.892578125, -8992.4814453125, -7687.923828125, -6430.14501953125]","[0.8551320728808992, 0.8189953932077708, 0.623860786267986, 0.3698484552301426, 0.13175813566434227, 0.0, 0.07624712464191782, 0.36006293929124145, 0.6858729143860034, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002266,WBC_002266,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.028272502007894218,0,,"[-6020.431640625, -5916.69921875, -5823.5654296875, -6713.970703125, -7346.77587890625, -7935.56298828125, -7650.3916015625, -7106.8994140625, -5782.43359375, -5116.5986328125]","[0.6793740913895993, 0.7161721522355127, 0.7492104518797851, 0.4333479005459499, 0.20886646127070083, 0.0, 0.10116175685780544, 0.2939602881502047, 0.7638015678893596, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002270,WBC_002270,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.02757014101371169,0,,"[-4357.8388671875, -3769.273193359375, -4589.421875, -4831.0078125, -4653.17822265625, -4500.70654296875, -4647.015625, -4208.41064453125, -3408.270751953125, -2812.01806640625]","[0.23435926122357265, 0.5258742007951356, 0.11965684222389412, 0.0, 0.0880785007391972, 0.16359729917910767, 0.0911308182005281, 0.30837064386945134, 0.7046777049261996, 0.9999999999999996]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002280,WBC_002280,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.02771255897823721,0,,"[-7249.88134765625, -7859.60546875, -7695.52734375, -7654.20751953125, -7808.97802734375, -8199.189453125, -8273.125, -7412.14990234375, -6262.22216796875, -5402.00439453125]","[0.3563917344310554, 0.1440272242351474, 0.2011749890094565, 0.21556652106145258, 0.16166056269881823, 0.025751459807773897, 0.0, 0.2998742358702426, 0.7003895371726963, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002283,WBC_002283,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.02451117301825434,0,,"[-5251.63818359375, -5496.83642578125, -5879.1533203125, -6227.61279296875, -6235.08154296875, -6702.0078125, -6478.818359375, -5723.00634765625, -4728.19189453125, -4028.064697265625]","[0.5424085578496394, 0.45070943351504866, 0.30773073948335483, 0.17741402830466288, 0.17462086866059717, 0.0, 0.08346828765855666, 0.3661265115424637, 0.7381667570724448, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002288,WBC_002288,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.026708381017670035,0,,"[-4145.0703125, -4066.3203125, -4424.88671875, -4843.3193359375, -4757.88232421875, -4697.2880859375, -4423.3955078125, -3833.91357421875, -3185.76513671875, -2786.756591796875]","[0.33952235370736367, 0.3778144020411028, 0.20346212065722802, 0.0, 0.04154359596475696, 0.0710074372474456, 0.20418721934033343, 0.49082176782335396, 0.8059828001558935, 0.9999999999999996]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002291,WBC_002291,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.025257317000068724,0,,"[-5605.169921875, -5604.13134765625, -5859.25048828125, -6168.33349609375, -6768.591796875, -7539.08154296875, -7383.54150390625, -6432.73583984375, -5327.19921875, -4538.25439453125]","[0.6444595191364879, 0.6448056151184877, 0.5597893419359959, 0.4567900712271062, 0.2567591227288569, 0.0, 0.05183238866106902, 0.3686802499441071, 0.7370908802162943, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002294,WBC_002294,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,1,8,q1_revision_surrogate,1.0,0.031109952018596232,0,,"[-5317.4384765625, -5226.18505859375, -5254.39013671875, -5823.2265625, -6416.08837890625, -7174.62939453125, -8028.265625, -8163.48486328125, -7453.19775390625, -6344.0029296875]","[0.9689328893757716, 0.9999999999999997, 0.9903976168588614, 0.7967379758261448, 0.5948989209703452, 0.33665459248386265, 0.04603521849062185, 0.0, 0.24181634719121475, 0.6194403208995292]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002309,WBC_002309,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.028042006073519588,0,,"[-4756.57275390625, -4719.65234375, -4725.75439453125, -4781.48974609375, -4861.09033203125, -5356.6669921875, -5697.40234375, -5328.927734375, -4505.7841796875, -3620.5537109375]","[0.45300826212339984, 0.47078539309622947, 0.4678472633332595, 0.44101076177896836, 0.40268317994181557, 0.1640636424721386, 0.0, 0.17742006015912962, 0.5737626446318296, 0.9999999999999996]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002313,WBC_002313,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,7,q1_revision_surrogate,1.0,0.0306159999454394,0,,"[-6007.8837890625, -5961.26806640625, -5500.15625, -6269.7919921875, -7120.447265625, -7696.8251953125, -7558.04833984375, -7163.0322265625, -6032.98388671875, -5016.75390625]","[0.6301852540798637, 0.6475787177711062, 0.8196307890305795, 0.5324609121215509, 0.21506067097533035, 0.0, 0.05178103136103319, 0.1991711828444395, 0.6208197951240946, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002314,WBC_002314,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,2,7,q1_revision_surrogate,1.0,0.02792193496134132,0,,"[-3734.336181640625, -3704.841064453125, -3420.233154296875, -3649.5361328125, -4243.3330078125, -4967.1142578125, -5092.07177734375, -4988.36083984375, -4242.3310546875, -3489.627197265625]","[0.8121212041558727, 0.8297635272730083, 0.9999999999999994, 0.8628438323205334, 0.5076678800400298, 0.07474257252384722, 0.0, 0.06203406002846729, 0.5082671921453896, 0.9584923795801042]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002317,WBC_002317,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.02901336003560573,0,,"[-5488.24560546875, -5475.3876953125, -5012.955078125, -5728.76416015625, -6510.67333984375, -7052.6328125, -6731.84765625, -6315.7451171875, -5304.111328125, -4438.447265625]","[0.5984224068950728, 0.6033409216392233, 0.7802344928473925, 0.5064172487397857, 0.20731484546080087, 0.0, 0.12270940623685521, 0.2818804105903562, 0.6688589822804214, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002320,WBC_002320,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.026440716930665076,0,,"[-5678.22314453125, -5583.94873046875, -4952.177734375, -5482.27099609375, -5576.96630859375, -5650.76611328125, -5168.9677734375, -4643.90869140625, -3892.437744140625, -3219.616943359375]","[0.0, 0.038344658049574924, 0.2953077275287868, 0.07970050199340623, 0.041184650022129086, 0.01116772227976681, 0.20713173620526024, 0.4206913871086805, 0.7263405581338906, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002322,WBC_002322,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.026753038982860744,0,,"[-4783.0498046875, -4793.443359375, -4498.39404296875, -4641.89794921875, -4847.1787109375, -5033.00634765625, -4735.1513671875, -4323.5224609375, -3702.408447265625, -3155.414794921875]","[0.13312615441027792, 0.12759057630631615, 0.28473301550006064, 0.20830323712732976, 0.09897127862986245, 0.0, 0.15863672801199896, 0.3778691301020788, 0.70867271343059, 0.9999999999999996]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002323,WBC_002323,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.025731398025527596,0,,"[-4208.69677734375, -4235.7880859375, -3627.500244140625, -4094.740234375, -4500.13037109375, -4681.673828125, -4280.80517578125, -3876.262451171875, -3278.4287109375, -2798.861083984375]","[0.2512076956421555, 0.23681895269463776, 0.5598929512586938, 0.3117323247235055, 0.09642140865904966, 0.0, 0.21290946409368972, 0.4277703024156764, 0.7452919158075831, 0.9999999999999996]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002338,WBC_002338,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.027008238015696406,0,,"[-7283.1015625, -7444.353515625, -7772.21484375, -8469.279296875, -9040.30078125, -9106.8017578125, -8572.3271484375, -7135.85302734375, -5895.98876953125, -4781.48876953125]","[0.4216342725378548, 0.38435328187616474, 0.30855267992821594, 0.14739337076062842, 0.015374835703837813, 0.0, 0.12356900201744339, 0.45567771299064896, 0.7423307855363157, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
